Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	BW 90% (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Call.type
73	Spectrogram 1	1	1105.016081501	1105.405507545	562.896	1154.908	344.531	0.1393	689.062	1033.594	male.coda
74	Spectrogram 1	1	1105.510514362	1105.768669796	708.473	1154.908	258.398	0.1277	775.195	1033.594	male.coda
75	Spectrogram 1	1	1105.940773420	1106.216139217	659.947	1232.548	344.531	0.1509	775.195	1119.727	male.coda
76	Spectrogram 1	1	1106.543136101	1106.784081173	727.883	1125.792	258.398	0.0813	775.195	1033.594	male.coda
77	Spectrogram 1	1	1161.162686694	1173.829513361	432.353	1491.618	430.664	8.2489	602.930	1033.594	great.call
78	Spectrogram 1	1	1174.962125940	1175.254195473	572.868	1221.397	344.531	0.1219	689.062	1033.594	male.coda
79	Spectrogram 1	1	1175.356964635	1175.580699345	648.529	1253.824	344.531	0.1045	775.195	1119.727	male.coda
80	Spectrogram 1	1	1175.770013331	1176.062589490	637.721	1232.206	344.531	0.1045	775.195	1119.727	male.coda
81	Spectrogram 1	1	1176.286324201	1176.561689998	583.676	1232.206	344.531	0.1045	689.062	1033.594	male.coda
82	Spectrogram 1	1	1226.366973670	1239.412746174	497.206	1524.044	516.797	7.8774	602.930	1119.727	great.call
83	Spectrogram 1	1	1241.043467737	1241.359876398	562.059	1232.206	344.531	0.1335	689.062	1033.594	male.coda
84	Spectrogram 1	1	1241.530250293	1241.846658955	562.059	1253.824	344.531	0.1625	775.195	1119.727	male.coda
85	Spectrogram 1	1	1242.138728488	1242.479476277	572.868	1188.971	258.398	0.1277	775.195	1033.594	male.coda
